400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ycs_bypass,CoefR2Y,CoefG2Y,CoefB2Y,CoefR2Cb,CoefG2Cb,CoefB2Cb,CoefR2Cr,CoefG2Cr,CoefB2Cr,RGB2YCC_cb_offset,RGB2YCC_cr_offset,chro_mode,chro_y_th,chro_th,chro_cutoff_th1,chro_cutoff_th2,chro_a1,chro_a2,chro_lut1,chro_lut2,chro_lut3,chro_lut4,chro_lut5,chro_lut6,chro_lut7,chro_lut8,chro_lut9,chro_lut10,chro_lut11,chro_lut12,chro_lut13,chro_lut14,chro_lut15,lut_ycs_y_1,lut_ycs_y_2,lut_ycs_y_3,lut_ycs_y_4,lut_ycs_y_5,lut_ycs_y_6,lut_ycs_y_7,lut_ycs_y_8,lut_ycs_y_9,lut_ycs_y_10,lut_ycs_y_11,lut_ycs_y_12,lut_ycs_y_13,lut_ycs_y_14,lut_ycs_y_15,lut_ycs_y_16,lut_ycs_y_17,lut_ycs_y_18,lut_ycs_y_19,lut_ycs_y_20,lut_ycs_y_21,lut_ycs_y_22,lut_ycs_y_23,lut_ycs_y_24,lut_ycs_y_25,lut_ycs_y_26,lut_ycs_y_27,lut_ycs_y_28,lut_ycs_y_29,lut_ycs_y_30,lut_ycs_y_31,lut_ycs_y_32,lut_ycs_y_33,lut_ycs_c_1,lut_ycs_c_2,lut_ycs_c_3,lut_ycs_c_4,lut_ycs_c_5,lut_ycs_c_6,lut_ycs_c_7,lut_ycs_c_8,lut_ycs_c_9,lut_ycs_c_10,lut_ycs_c_11,lut_ycs_c_12,lut_ycs_c_13,lut_ycs_c_14,lut_ycs_c_15,lut_ycs_c_16,lut_ycs_c_17,tr_first_tile_width,tr_first_tile_height,out_line_offset,out_line_num,RawHsize,RawVsize,SrcHbase,SrcVbase,SrcHsize,SrcVsize,DestHsize,DestVsize
pattern_00056,1,2047,4095,0,2047,4095,0,2047,4095,0,511,0,1,40,15,3,3,25,25,10,4,13,2,1,2,7,14,0,9,9,9,13,3,6,32,37,9,53,25,23,46,24,56,19,28,41,18,23,59,41,16,23,42,51,3,32,62,36,44,9,53,33,42,52,41,42,21,21,40,55,30,0,54,6,14,41,51,49,64,17,49,31,39,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00057,1,0,2047,2048,0,2047,2048,0,2047,2048,511,511,2,40,15,3,3,25,25,3,9,15,6,9,14,2,7,7,5,1,10,3,14,4,47,17,58,54,32,30,13,24,1,46,23,27,36,15,60,16,18,50,27,21,55,16,17,1,6,42,20,40,11,62,1,13,17,6,31,14,46,54,55,37,29,41,42,28,36,55,47,63,49,12,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00058,1,2048,0,2047,2048,0,2047,2048,0,2047,511,511,0,40,15,3,3,25,25,12,2,10,0,6,10,1,6,8,5,1,3,10,12,7,59,36,35,17,52,35,1,1,2,19,49,9,13,7,40,3,10,2,8,21,11,38,14,43,0,55,35,10,7,5,35,18,33,9,24,54,50,29,26,3,62,32,51,44,22,2,3,11,5,43,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00059,1,2047,2048,0,2047,2048,0,2047,2048,0,511,511,1,40,15,3,3,25,25,8,7,5,14,13,6,15,13,2,11,13,14,4,14,4,58,25,49,58,19,0,12,41,61,15,44,25,41,61,38,14,7,62,30,46,30,40,41,28,29,52,26,57,58,43,20,0,30,32,50,44,43,5,44,58,52,23,57,32,53,8,25,53,21,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00060,1,2048,2048,2048,2048,2048,2048,2048,2048,2048,511,511,2,40,15,3,3,25,25,0,0,5,6,1,15,3,1,2,13,9,14,11,6,0,15,22,25,9,23,21,11,53,53,12,20,50,22,34,19,34,4,44,59,41,34,36,54,10,10,13,15,6,13,41,55,1,64,24,50,50,49,9,34,60,53,1,44,4,24,11,12,43,40,52,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00061,1,2048,2048,2048,2048,2048,2048,2048,2048,2048,511,511,0,40,15,3,3,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,21,24,14,19,43,30,32,58,44,18,8,52,13,54,11,15,14,33,33,35,8,53,10,34,9,19,28,63,32,42,11,32,8,53,14,53,64,39,62,18,17,49,23,47,64,1,7,17,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00062,1,0,2047,4095,0,2047,4095,0,2047,4095,511,511,1,40,15,3,3,25,25,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,6,25,44,28,42,41,52,38,7,15,0,44,61,54,1,40,31,63,17,54,2,54,57,3,6,45,64,12,40,58,28,21,8,53,36,37,53,2,46,17,64,29,54,0,40,62,24,47,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00063,1,4095,0,2047,4095,0,2047,4095,0,2047,511,511,2,40,15,3,3,25,25,4,9,1,14,12,12,14,15,2,1,8,10,9,13,13,60,51,51,60,20,55,1,31,21,8,27,63,46,33,0,58,17,3,21,1,14,36,50,58,54,38,47,38,54,40,38,56,57,48,11,36,37,47,43,35,25,12,20,59,17,57,33,62,2,40,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00064,1,2047,4095,0,2047,4095,0,2047,4095,0,511,511,0,40,15,3,3,25,25,2,12,6,12,11,9,7,15,12,11,8,10,6,1,15,17,0,36,11,17,15,42,18,35,25,58,20,59,14,3,3,18,48,8,46,53,62,42,18,14,27,10,54,14,51,53,3,5,63,25,8,27,19,44,22,42,61,49,35,7,34,7,18,19,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00065,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,1,1,1,1,1,1,5,12,1,2,10,2,3,1,5,10,15,2,7,0,64,53,56,11,63,50,17,0,53,49,59,64,57,12,47,50,23,55,23,50,19,45,55,54,0,11,24,11,57,46,33,55,28,39,22,36,8,23,45,57,40,21,14,62,22,46,4,37,7,40,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00066,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,15,15,15,255,255,6,4,10,7,9,15,13,8,11,10,14,0,6,2,3,14,15,26,17,42,15,56,17,49,54,50,29,1,60,55,4,64,38,12,48,3,8,13,49,2,0,19,37,31,15,55,27,56,62,39,9,12,25,4,5,60,13,43,31,34,3,59,37,22,31,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00067,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,1,1,1,1,1,15,7,11,9,5,3,13,3,15,1,1,0,10,14,10,26,23,33,6,26,56,3,19,19,56,37,10,0,61,61,37,8,41,51,54,14,17,1,55,12,57,16,24,54,26,11,9,52,6,45,21,53,33,63,58,57,57,39,35,57,13,31,31,37,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00068,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,15,15,15,255,255,7,1,3,3,12,15,4,6,0,13,0,7,14,5,7,14,39,44,35,52,50,15,28,1,8,23,43,62,51,23,21,57,46,49,13,18,16,15,32,45,17,46,49,35,55,32,18,44,50,13,19,14,28,2,10,45,6,57,18,30,46,33,30,56,9,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00069,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,1,15,1,15,1,255,4,7,4,9,3,6,6,10,2,12,6,1,11,6,13,36,44,4,22,50,43,54,1,39,51,11,42,37,37,55,22,3,36,60,20,10,7,19,18,14,36,18,58,24,24,58,50,17,24,21,58,20,61,57,13,58,4,44,43,23,34,49,14,35,35,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00070,0,308,600,116,2220,2388,512,512,2476,2132,128,128,0,255,1,15,1,255,1,5,3,12,6,13,3,2,5,11,0,6,11,13,12,12,32,1,11,17,20,51,45,51,28,3,13,49,2,35,9,19,27,44,39,11,34,35,26,2,12,17,17,18,14,39,10,60,34,8,56,62,37,43,20,42,51,46,55,40,23,30,39,25,33,46,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00071,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,1,3,3,25,25,8,5,13,6,11,12,3,13,6,13,10,6,8,10,10,38,22,27,36,52,43,15,33,3,47,62,23,3,27,22,46,15,0,61,21,7,45,13,59,35,59,31,1,31,13,17,52,43,23,10,55,53,44,18,33,2,48,14,24,10,36,48,8,41,48,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00072,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,10,3,3,25,25,14,11,4,13,13,6,15,11,14,13,2,1,7,6,14,45,63,15,43,41,41,2,34,9,38,46,21,12,1,55,48,2,29,0,26,43,28,62,27,34,1,30,3,10,45,48,16,22,2,61,61,53,7,47,17,51,51,34,4,30,52,35,64,56,44,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00073,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,1,15,3,3,25,25,8,11,3,10,2,1,13,13,13,7,7,10,13,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00074,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,1,3,3,25,25,7,15,1,12,5,10,11,2,1,15,10,0,13,7,11,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00075,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,10,3,3,25,25,10,6,4,3,11,14,1,12,11,2,13,4,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00076,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,170,15,3,3,25,25,8,3,11,14,14,3,2,14,10,15,8,15,12,14,8,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00077,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,1,3,3,25,25,14,1,14,9,8,3,2,14,9,1,0,15,6,1,6,25,15,60,15,37,26,9,64,42,9,28,43,22,42,59,26,51,36,30,46,23,24,32,20,46,27,39,3,62,47,31,42,13,53,46,1,64,51,48,8,49,64,32,4,49,59,5,15,18,48,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00078,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,10,3,3,25,25,0,14,2,15,11,1,5,13,7,3,10,10,10,1,4,43,61,53,12,22,51,28,52,25,11,59,9,0,25,34,63,28,59,47,12,25,50,54,37,24,38,6,32,9,57,24,62,13,4,39,59,29,18,12,47,36,18,16,27,19,51,60,59,47,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00079,0,308,600,116,2220,2388,512,512,2476,2132,128,128,1,255,15,3,3,25,25,1,5,15,14,13,10,4,1,2,9,12,8,14,9,4,61,46,63,26,24,38,64,35,11,18,53,41,45,13,8,56,64,14,28,19,13,52,46,26,7,45,63,14,36,49,24,31,50,15,12,5,50,23,10,7,57,43,9,8,15,61,34,49,64,36,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00080,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,1,1,7,11,8,14,15,5,4,13,12,14,5,8,9,11,6,50,20,34,59,58,33,52,13,54,62,32,3,22,46,38,30,2,13,46,38,15,8,0,25,5,63,54,9,10,62,33,2,14,59,1,0,28,34,45,10,61,36,14,11,8,26,19,19,15,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00081,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,33,47,11,24,9,11,56,8,3,19,64,3,25,20,24,29,23,22,11,50,16,6,44,31,36,63,3,42,55,45,51,32,59,44,21,35,9,11,32,22,53,12,11,23,34,0,57,10,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00082,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,255,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,30,1,20,57,0,64,0,61,29,54,35,30,15,43,4,17,62,6,57,27,23,22,38,12,50,30,46,3,62,10,18,31,22,48,15,4,57,37,39,1,32,23,38,28,24,29,45,52,35,43,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00083,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,1,14,0,14,12,10,14,1,12,7,12,10,12,8,0,15,54,24,53,17,20,61,28,15,5,37,50,23,50,42,5,63,62,49,36,49,6,42,24,43,15,17,49,56,25,45,23,21,14,60,33,29,8,16,44,3,57,34,16,2,34,34,56,54,12,28,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00084,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,170,5,11,15,2,15,8,8,14,5,7,14,12,2,15,10,45,63,3,44,39,14,17,23,53,16,22,10,13,52,62,24,45,45,36,50,47,17,26,0,7,19,31,53,59,38,18,7,22,60,20,52,25,62,2,23,60,31,38,14,11,5,17,28,62,54,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00085,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,255,2,3,5,0,11,10,1,4,11,7,4,15,15,3,8,15,39,47,23,51,47,9,12,25,23,33,29,61,18,47,34,13,47,10,10,9,7,58,44,44,5,50,2,63,31,45,47,7,29,40,19,17,10,25,14,19,29,27,29,14,37,57,56,62,7,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00086,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,1,6,6,13,5,1,4,6,9,15,0,7,10,10,10,0,63,21,30,32,27,6,59,23,9,9,22,25,20,34,40,23,10,3,1,0,33,19,5,13,7,11,24,19,52,24,37,5,48,4,54,45,13,58,20,53,58,20,25,27,15,18,25,3,42,13,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00087,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,170,0,13,6,13,15,13,13,10,9,13,4,5,9,11,4,3,37,0,63,31,51,16,37,39,9,52,49,48,62,24,4,1,50,27,3,58,43,1,22,17,9,58,5,23,8,21,9,16,59,55,51,9,3,27,10,51,17,17,22,12,38,32,12,57,2,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00088,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,255,0,12,5,7,3,12,6,14,2,9,12,3,2,5,2,30,30,51,3,64,48,39,14,57,37,19,8,0,44,20,6,15,3,43,50,39,44,49,21,61,28,50,59,28,19,33,31,51,28,45,9,26,41,60,22,28,32,48,0,51,61,57,36,44,28,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00089,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,1,0,5,4,6,9,1,2,4,3,4,0,2,12,13,1,49,10,37,14,23,30,45,26,15,21,30,44,32,39,40,63,59,5,61,39,15,3,39,60,11,47,12,18,27,52,18,19,26,39,52,41,26,49,20,42,14,53,33,47,8,41,43,50,52,33,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00090,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,170,2,6,8,0,0,10,13,14,12,2,2,8,4,6,9,15,45,38,18,35,54,51,6,9,28,34,27,63,34,20,34,0,0,21,41,38,59,35,42,31,28,2,37,48,54,54,25,36,5,63,50,64,37,43,64,20,14,56,28,27,31,28,14,57,59,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00091,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,255,14,2,8,1,1,14,4,5,3,14,2,10,3,4,11,20,45,0,63,38,42,27,9,39,38,1,31,64,32,55,11,29,13,51,34,20,5,10,32,63,35,24,12,18,29,42,38,22,36,47,29,0,18,7,47,9,47,5,43,41,53,38,16,22,47,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00092,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,1,14,0,1,6,10,10,4,3,2,15,5,12,9,11,7,62,55,31,59,20,19,35,54,49,4,1,9,16,31,31,9,21,55,20,8,33,39,33,32,5,63,36,55,19,29,33,0,60,52,23,50,49,22,10,15,11,54,25,44,10,47,4,10,11,28,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00093,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,170,4,1,0,14,13,7,1,15,6,13,1,6,8,14,11,28,4,26,32,13,64,34,50,4,44,14,0,49,44,38,59,0,15,41,10,44,14,49,57,16,62,36,18,64,49,53,45,12,47,23,53,2,3,16,17,40,46,61,24,9,32,1,10,42,32,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00094,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,255,13,5,2,15,13,5,1,6,15,13,3,11,15,2,14,8,45,44,22,37,15,49,3,13,57,22,2,31,10,37,4,47,12,35,24,17,1,29,56,42,17,17,9,40,57,26,40,29,44,29,18,27,0,58,21,16,54,47,55,28,49,23,44,47,7,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00095,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,1,0,11,2,15,9,3,2,6,4,5,15,11,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00096,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,170,8,8,15,14,9,12,8,9,15,10,12,14,2,13,7,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00097,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,255,9,6,4,0,8,12,9,12,1,1,4,10,4,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00098,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,1,7,10,3,9,12,3,5,15,9,12,13,7,6,5,11,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00099,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,170,9,9,10,14,13,15,4,6,2,13,1,3,6,0,15,8,25,19,57,28,17,36,32,17,29,45,48,64,24,45,42,11,41,60,63,32,29,18,39,53,56,9,29,49,62,49,57,19,9,4,35,31,12,23,54,13,39,2,62,22,11,35,24,59,12,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00100,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,255,11,10,6,7,11,15,12,5,14,11,12,10,6,0,15,48,59,6,59,40,5,8,49,44,12,29,40,26,25,27,20,55,26,28,40,12,9,41,31,2,25,44,6,7,14,50,54,31,8,60,8,28,62,3,14,26,12,6,37,29,53,48,57,25,33,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00101,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,59,20,59,13,11,57,3,5,45,55,15,11,62,53,8,56,1,20,17,38,59,20,18,17,25,54,39,6,22,6,9,8,52,6,38,38,41,37,31,48,56,13,56,8,4,35,8,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00102,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,170,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,55,46,48,24,19,14,43,16,5,43,12,12,32,35,57,17,22,29,40,37,33,31,33,16,1,2,28,24,28,4,60,59,41,50,53,30,16,62,19,59,40,23,64,36,52,50,33,10,16,50,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00103,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,255,4,11,3,8,3,7,1,15,4,4,5,14,9,8,13,44,56,35,23,64,1,54,34,26,36,60,47,1,2,10,51,34,42,57,53,30,5,56,7,53,45,10,27,28,45,25,11,50,58,37,41,33,28,43,21,44,61,37,60,9,18,53,32,35,46,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00104,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,1,7,0,14,15,1,2,1,6,5,2,14,0,3,7,11,57,33,9,29,32,28,17,37,30,33,62,56,21,10,26,54,25,64,34,3,49,10,46,8,34,60,38,55,58,12,37,12,37,19,3,4,59,54,20,34,3,32,4,64,16,15,47,25,2,37,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00105,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,170,1,1,12,6,14,2,15,2,13,11,12,4,1,0,2,55,39,30,6,58,61,19,10,7,22,9,60,50,50,53,57,35,36,25,25,12,29,63,55,45,47,59,31,5,3,38,48,5,42,55,55,5,49,28,30,55,14,31,51,15,41,55,48,63,38,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00106,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,255,1,12,15,3,9,7,0,12,6,2,5,6,8,13,12,15,22,42,43,16,31,10,45,28,32,52,18,48,13,6,52,12,23,57,26,15,55,46,38,9,20,34,33,58,20,46,22,37,27,14,19,12,64,36,48,25,20,34,25,50,47,48,55,9,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00107,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,1,8,2,0,13,10,1,11,9,5,1,6,10,10,3,2,42,45,7,61,55,32,6,63,27,62,31,51,3,25,55,44,61,24,46,47,27,4,60,25,28,24,51,14,26,45,26,15,20,51,38,35,18,47,28,38,35,29,41,26,56,55,61,19,51,7,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00108,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,170,5,13,9,13,7,8,14,5,8,9,2,2,10,2,14,38,57,57,35,35,42,54,30,19,62,39,1,7,25,21,5,42,24,60,12,22,37,33,59,61,38,56,1,26,60,20,54,19,48,15,5,30,64,2,12,28,3,1,21,13,60,53,19,39,20,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00109,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,255,6,15,11,3,10,12,0,6,2,5,13,14,9,13,0,3,25,60,51,49,16,60,33,29,62,17,11,10,7,4,40,0,54,54,27,63,16,53,43,29,54,33,19,36,2,20,3,48,62,11,16,2,41,14,64,56,56,15,64,14,59,13,62,6,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00110,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,1,11,1,1,2,9,14,11,3,11,8,1,13,9,0,10,9,64,1,52,43,15,55,46,40,44,18,4,40,1,25,42,44,26,9,24,59,37,28,54,2,5,46,5,23,54,44,16,25,59,7,63,0,23,52,62,48,50,56,25,12,25,33,18,43,26,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00111,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,170,0,6,15,13,0,15,6,5,0,11,13,13,10,14,8,4,55,33,25,63,31,40,2,17,64,16,14,24,1,27,21,32,6,42,24,43,31,10,29,22,19,63,11,53,4,11,19,22,39,0,33,16,39,22,42,40,60,46,52,20,54,8,39,60,19,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00112,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,255,10,5,0,4,14,9,10,14,8,14,5,4,4,4,0,25,8,48,56,23,3,28,24,19,0,4,47,4,26,40,43,43,1,49,16,24,29,57,32,61,20,37,59,44,47,11,15,39,23,58,61,5,57,46,7,61,22,20,2,37,2,33,31,54,41,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00113,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,1,4,8,12,14,13,15,1,14,13,14,3,6,6,11,8,43,44,22,2,56,17,20,11,5,22,37,63,45,9,48,23,59,58,57,0,12,63,51,25,15,30,13,25,37,31,51,60,5,7,13,8,23,16,28,45,3,22,56,46,51,3,24,23,23,16,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00114,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,170,13,14,8,12,10,10,11,10,8,4,1,10,15,2,12,7,21,31,50,41,19,52,53,7,47,3,32,10,59,23,55,1,42,39,24,63,8,13,50,22,40,26,7,44,2,2,56,51,15,48,18,11,5,8,36,57,26,58,14,17,12,30,18,25,41,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00115,0,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,255,13,12,11,3,4,3,11,0,7,12,6,4,3,4,12,51,35,33,64,63,1,2,11,7,44,49,0,6,23,31,44,32,5,52,27,58,25,2,7,61,5,12,12,59,57,16,25,63,36,24,8,56,28,39,55,10,31,21,20,5,12,54,41,9,9,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
